code,file,canvas_w,canvas_h,bbox_w,bbox_h,x,y,off_x_frac,off_y_frac,off_max_frac,kind,note
iphone-15-pro-max-naturaltitanium-select_AV2,iphone-15-pro-max-naturaltitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-16-black-select-202409_AV2,iphone-16-black-select-202409_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-16-black-select-202409_AV6,iphone-16-black-select-202409_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-16-white-select-202409_AV2,iphone-16-white-select-202409_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-16-white-select-202409_AV6,iphone-16-white-select-202409_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-16-pink-select-202409_AV2,iphone-16-pink-select-202409_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-16-pink-select-202409_AV6,iphone-16-pink-select-202409_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-16-teal-select-202409_AV2,iphone-16-teal-select-202409_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-16-teal-select-202409_AV6,iphone-16-teal-select-202409_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-16-ultramarine-select-202409_AV2,iphone-16-ultramarine-select-202409_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-16-ultramarine-select-202409_AV6,iphone-16-ultramarine-select-202409_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-16-plus-black-select-202409,iphone-16-plus-black-select-202409.png,4608,4608,3156,3794,726,407,0.0,0.0,0.0,alpha,
iphone-16-plus-black-select-202409_AV2,iphone-16-plus-black-select-202409_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-16-plus-black-select-202409_AV6,iphone-16-plus-black-select-202409_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-16-plus-white-select-202409,iphone-16-plus-white-select-202409.png,4608,4608,3156,3794,726,407,0.0,0.0,0.0,alpha,
iphone-16-plus-white-select-202409_AV2,iphone-16-plus-white-select-202409_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-16-plus-white-select-202409_AV6,iphone-16-plus-white-select-202409_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-16-plus-pink-select-202409,iphone-16-plus-pink-select-202409.png,4608,4608,3156,3794,726,407,0.0,0.0,0.0,alpha,
iphone-16-plus-pink-select-202409_AV2,iphone-16-plus-pink-select-202409_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-16-plus-pink-select-202409_AV6,iphone-16-plus-pink-select-202409_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-16-plus-teal-select-202409,iphone-16-plus-teal-select-202409.png,4608,4608,3156,3794,726,407,0.0,0.0,0.0,alpha,
iphone-16-plus-teal-select-202409_AV2,iphone-16-plus-teal-select-202409_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-16-plus-teal-select-202409_AV6,iphone-16-plus-teal-select-202409_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-16-plus-ultramarine-select-202409,iphone-16-plus-ultramarine-select-202409.png,4608,4608,3156,3794,726,407,0.0,0.0,0.0,alpha,
iphone-16-plus-ultramarine-select-202409_AV2,iphone-16-plus-ultramarine-select-202409_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-16-plus-ultramarine-select-202409_AV6,iphone-16-plus-ultramarine-select-202409_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-16-pro-blacktitanium-select_AV2,iphone-16-pro-blacktitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-16-pro-naturaltitanium-select_AV2,iphone-16-pro-naturaltitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-16-pro-whitetitanium-select_AV2,iphone-16-pro-whitetitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-16-pro-deserttitanium-select_AV2,iphone-16-pro-deserttitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-16-pro-max-blacktitanium-select_AV2,iphone-16-pro-max-blacktitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-16-pro-max-naturaltitanium-select_AV2,iphone-16-pro-max-naturaltitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-16-pro-max-whitetitanium-select_AV2,iphone-16-pro-max-whitetitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-16-pro-max-deserttitanium-select_AV2,iphone-16-pro-max-deserttitanium-select_AV2.png,1114,1114,724,488,195,313,0.0,0.0,0.0,alpha,
iphone-16e-black-select-202502_AV2,iphone-16e-black-select-202502_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-16e-white-select-202502_AV2,iphone-16e-white-select-202502_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-17-finish-select-black-202509_AV2,iphone-17-finish-select-black-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-17-finish-select-black-202509_AV6,iphone-17-finish-select-black-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-17-finish-select-lavender-202509_AV2,iphone-17-finish-select-lavender-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-17-finish-select-lavender-202509_AV6,iphone-17-finish-select-lavender-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-17-finish-select-mistblue-202509_AV2,iphone-17-finish-select-mistblue-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-17-finish-select-mistblue-202509_AV6,iphone-17-finish-select-mistblue-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-17-finish-select-sage-202509_AV2,iphone-17-finish-select-sage-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-17-finish-select-sage-202509_AV6,iphone-17-finish-select-sage-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-17-finish-select-white-202509_AV2,iphone-17-finish-select-white-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-17-finish-select-white-202509_AV6,iphone-17-finish-select-white-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-17-pro-finish-select-deepblue-202509_AV2,iphone-17-pro-finish-select-deepblue-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-17-pro-finish-select-deepblue-202509_AV6,iphone-17-pro-finish-select-deepblue-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-17-pro-finish-select-cosmicorange-202509_AV2,iphone-17-pro-finish-select-cosmicorange-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-17-pro-finish-select-cosmicorange-202509_AV6,iphone-17-pro-finish-select-cosmicorange-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-17-pro-finish-select-silver-202509_AV2,iphone-17-pro-finish-select-silver-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-17-pro-finish-select-silver-202509_AV6,iphone-17-pro-finish-select-silver-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-17-pro-max-finish-select-deepblue-202509_AV2,iphone-17-pro-max-finish-select-deepblue-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-17-pro-max-finish-select-deepblue-202509_AV6,iphone-17-pro-max-finish-select-deepblue-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-17-pro-max-finish-select-cosmicorange-202509_AV2,iphone-17-pro-max-finish-select-cosmicorange-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-17-pro-max-finish-select-cosmicorange-202509_AV6,iphone-17-pro-max-finish-select-cosmicorange-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-17-pro-max-finish-select-silver-202509_AV2,iphone-17-pro-max-finish-select-silver-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-17-pro-max-finish-select-silver-202509_AV6,iphone-17-pro-max-finish-select-silver-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-air-finish-select-spaceblack-202509_AV2,iphone-air-finish-select-spaceblack-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-air-finish-select-spaceblack-202509_AV6,iphone-air-finish-select-spaceblack-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-air-finish-select-cloudwhite-202509_AV2,iphone-air-finish-select-cloudwhite-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-air-finish-select-cloudwhite-202509_AV6,iphone-air-finish-select-cloudwhite-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-air-finish-select-lightgold-202509_AV2,iphone-air-finish-select-lightgold-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-air-finish-select-lightgold-202509_AV6,iphone-air-finish-select-lightgold-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-air-finish-select-skyblue-202509_AV2,iphone-air-finish-select-skyblue-202509_AV2.png,1114,1114,724,540,195,287,0.0,0.0,0.0,alpha,
iphone-air-finish-select-skyblue-202509_AV6,iphone-air-finish-select-skyblue-202509_AV6.png,4608,4608,4000,3756,304,426,0.0,0.0,0.0,alpha,
iphone-17e-finish-select-black-202603_AV2,iphone-17e-finish-select-black-202603_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-17e-finish-select-white-202603_AV2,iphone-17e-finish-select-white-202603_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
iphone-17e-finish-select-softpink-202603_AV2,iphone-17e-finish-select-softpink-202603_AV2.png,1154,1154,750,506,202,324,0.0,0.0,0.0,alpha,
mobile-2012-ipad4gen-black,mobile-2012-ipad4gen-black.png,1000,1000,680,1000,160,0,0.0,0.0,0.0,white,
mobile-2012-ipad4gen-white,mobile-2012-ipad4gen-white.png,1000,1000,680,1000,160,0,0.0,0.0,0.0,white,
ipad-wifi-select-silver-201703,ipad-wifi-select-silver-201703.png,4608,4608,3320,3848,644,380,0.0,0.0,0.0,alpha,
ipad-wifi-select-spacegray-201703,ipad-wifi-select-spacegray-201703.png,4608,4608,3320,3848,644,380,0.0,0.0,0.0,alpha,
ipad-wifi-select-gold-201703,ipad-wifi-select-gold-201703.png,4608,4608,3320,3848,644,380,0.0,0.0,0.0,alpha,
ipad-wifi-select-silver-201909,ipad-wifi-select-silver-201909.png,4608,4608,3424,4000,592,304,0.0,0.0,0.0,alpha,
ipad-wifi-select-space-201909,ipad-wifi-select-space-201909.png,4608,4608,3424,4000,592,304,0.0,0.0,0.0,alpha,
ipad-wifi-select-gold-201909,ipad-wifi-select-gold-201909.png,4608,4608,3424,4000,592,304,0.0,0.0,0.0,alpha,
ipad-2020-hero-silver-wifi-select,ipad-2020-hero-silver-wifi-select.png,4608,4608,3424,4000,592,304,0.0,0.0,0.0,alpha,
ipad-2020-hero-space-wifi-select,ipad-2020-hero-space-wifi-select.png,4608,4608,3424,4000,592,304,0.0,0.0,0.0,alpha,
ipad-2020-hero-gold-wifi-select,ipad-2020-hero-gold-wifi-select.png,4608,4608,3424,4000,592,304,0.0,0.0,0.0,alpha,
ipad-air-select-wifi-spacegray-202203,ipad-air-select-wifi-spacegray-202203.png,4608,4608,3524,3994,542,307,0.0,0.0,0.0,alpha,
ipad-air-select-wifi-starlight-202203,ipad-air-select-wifi-starlight-202203.png,4608,4608,3524,3994,542,307,0.0,0.0,0.0,alpha,
ipad-air-select-wifi-pink-202203,ipad-air-select-wifi-pink-202203.png,4608,4608,3524,3994,542,307,0.0,0.0,0.0,alpha,
ipad-air-select-wifi-purple-202203,ipad-air-select-wifi-purple-202203.png,4608,4608,3524,3994,542,307,0.0,0.0,0.0,alpha,
ipad-air-select-wifi-blue-202203,ipad-air-select-wifi-blue-202203.png,4608,4608,3524,3994,542,307,0.0,0.0,0.0,alpha,
ipad-pro-12-select-wifi-silver-202104,ipad-pro-12-select-wifi-silver-202104.png,1691,1691,1003,1099,344,296,0.0,0.0,0.0,alpha,
ipad-pro-12-select-wifi-spacegray-202104,ipad-pro-12-select-wifi-spacegray-202104.png,1691,1691,1003,1099,344,296,0.0,0.0,0.0,alpha,
ipad-pro-13-select-wifi-silver-202405,ipad-pro-13-select-wifi-silver-202405.png,4608,4608,3644,4000,482,304,0.0,0.0,0.0,alpha,
ipad-pro-13-select-wifi-spaceblack-202405,ipad-pro-13-select-wifi-spaceblack-202405.png,4608,4608,3644,4000,482,304,0.0,0.0,0.0,alpha,
